house_ID,Area_sqft,Volume_cuft,Best_Image
H_6d92877_12d15793,1418.25,20079.59,data/ElmA60H90P12/images/DJI_20260327084537_0005_D.JPG
H_12d09524_24d29196,1867.75,18883.51,data/ElmA60H90P12/images/DJI_20260327084537_0005_D.JPG
H_25d46319_0d07309,1685.63,21259.79,data/ElmA60H90P12/images/DJI_20260327084537_0005_D.JPG
H_42d90437_11d16595,864.13,9288.41,data/ElmA60H90P12/images/DJI_20260327084537_0005_D.JPG
