parcel_id,latitude,longitude
010220010,40.3859722,-111.8501974
010220011,40.38573,-111.850014
010220012,40.3857217,-111.8503377
010220013,40.3864438,-111.850413
010340028,40.3886906,-111.8529702
010340033,40.3887265,-111.8531403
010340034,40.3887351,-111.852529
010340035,40.3886933,-111.8527611
010340036,40.3885738,-111.8525427
010350001,40.3880443,-111.850937
010350002,40.3880415,-111.8510482
010350003,40.3880397,-111.8511204
010350004,40.3880381,-111.8511827
010550010,40.3905455,-111.8484029
010550011,40.3907129,-111.8478303
010560001,40.3906086,-111.846219
010560002,40.3906032,-111.8465348
010560003,40.3904544,-111.8472076
010560004,40.3904499,-111.8468934
010560005,40.3906938,-111.8470994
010560009,40.3909756,-111.8464363
010560010,40.3912047,-111.8464636
010070013,40.3834822,-111.8548
010070014,40.3835932,-111.8547082
010350009,40.3880252,-111.8514227
010350012,40.3882667,-111.8520459
010350013,40.3882747,-111.8517251
010350014,40.3880106,-111.8519868
010350015,40.3887603,-111.8520064
010350016,40.3885114,-111.8519957
010580019,40.3911756,-111.8436548
010080017,40.3837496,-111.8525267
010080019,40.383497,-111.8531773
010080025,40.3832531,-111.8531749
010080026,40.3837428,-111.8531822
010090001,40.383523,-111.8508432
010230023,40.385763,-111.8478868
010240002,40.3858112,-111.8463536
010240003,40.3858198,-111.846072
010240004,40.3858028,-111.8466171
010240005,40.3860449,-111.8462318
010350017,40.3887786,-111.8513979
010350021,40.3887873,-111.8510679
010350022,40.3885609,-111.8512063
010350023,40.3887684,-111.8516826
010350024,40.3880163,-111.8517345
010360001,40.3880736,-111.8498671
010360002,40.388076,-111.8497826
010360003,40.3880781,-111.8497105
010360007,40.3880519,-111.8505643
010520012,40.3909357,-111.8530263
010530001,40.3903721,-111.8513101
010090002,40.3833796,-111.8511874
010090003,40.3832514,-111.8508332
010090004,40.3835131,-111.8516796
010230016,40.3863934,-111.8476551
010230018,40.3863939,-111.8481349
010230020,40.3858812,-111.8481916
010580020,40.3911504,-111.8432532
010590001,40.3917915,-111.8441884
010590002,40.3917934,-111.8438411
010590003,40.3916903,-111.8432366
010590004,40.3916228,-111.8441846
010590006,40.3924378,-111.8432781
010590007,40.3923339,-111.8436188
010360019,40.3880848,-111.8495056
010560011,40.3908311,-111.8471048
010560015,40.3912161,-111.8471833
010570001,40.390632,-111.8452902
010570002,40.3906385,-111.8450447
010570003,40.390527,-111.8447385
010570006,40.3905121,-111.8457558
010570007,40.39121,-111.8457296
010570008,40.3909681,-111.8457182
010100009,40.3840324,-111.8501197
010100010,40.3836716,-111.8501053
010100501,40.3835988,-111.8491513
010110001,40.3853594,-111.8470417
