parcel_id,latitude,longitude
343760048,40.3734836,-111.9761396
343760049,40.3736511,-111.9760868
343920181,40.3752779,-111.9749584
343920182,40.3755963,-111.9751036
343920183,40.3765426,-111.9755255
343920184,40.3761001,-111.9753841
343920185,40.3759091,-111.9752795
342210009,40.4603878,-111.7865946
342210010,40.4600677,-111.7872828
342300500,40.4608065,-111.7860777
342310001,40.2412517,-111.6353448
342310002,40.2414654,-111.6351516
342310003,40.2416654,-111.6349694
342850014,40.2387915,-111.7017699
342860001,40.3706147,-111.7137158
342860002,40.3703799,-111.7135142
342860003,40.3703306,-111.7131116
342860004,40.3705176,-111.7128526
342860005,40.3702205,-111.7124279
342480035,40.4548937,-111.7670201
342480036,40.4542486,-111.7670939
342480037,40.4542502,-111.7666974
342480038,40.4542511,-111.7663022
342480039,40.454252,-111.7659071
342480040,40.4542529,-111.7655119
342480041,40.4542538,-111.7651168
342940003,40.0343858,-111.7097095
343010076,40.3603671,-111.98888
343010077,40.3596107,-111.9892081
343010078,40.3585895,-111.9870195
343010079,40.3599125,-111.9874215
343070001,40.2509386,-111.6646052
343080001,40.1311738,-111.5756193
342510011,40.4130948,-111.7692384
342510012,40.4130911,-111.7695757
342510013,40.4130873,-111.769913
342510014,40.4130829,-111.7702533
342770004,40.1202235,-111.6378654
342780038,40.4112435,-111.7707984
342780039,40.4110224,-111.7708073
342780040,40.4108028,-111.7708058
342780041,40.4105833,-111.7708049
342780042,40.4103637,-111.770804
343000006,40.4250377,-111.795579
343050020,40.0347816,-111.7120757
343050021,40.0351556,-111.712367
343050500,40.0348153,-111.7118625
343060001,40.2166649,-111.6274564
343060002,40.2167272,-111.6275308
343060003,40.2167948,-111.6276077
343060004,40.2170968,-111.6279488
343060005,40.217173,-111.6280104
342820500,40.4333187,-111.7988383
342830001,40.4570385,-111.7944313
342830500,40.4572684,-111.7938255
343470033,40.2869465,-111.7320803
343470035,40.2873032,-111.7316386
343200061,40.2151918,-111.6264722
343240002,39.9866418,-111.7813504
343240003,39.9868916,-111.7813471
343240004,39.9871379,-111.7813462
343240005,39.9873824,-111.7813453
343240006,39.9876288,-111.7813371
343240007,39.9876186,-111.7818274
343570042,39.9867785,-111.7829429
343570043,39.9872504,-111.7835933
343570044,39.9869504,-111.7835928
343570045,39.9870143,-111.7839915
343130046,40.0922315,-111.6129221
343130047,40.0921823,-111.612553
343210233,40.0913276,-111.6176824
343210234,40.0911519,-111.6176789
343210235,40.0909687,-111.6176741
343330006,40.0876769,-111.6271649
343330007,40.0877375,-111.6275102
343330008,40.0877371,-111.6278675
343550004,40.0872837,-111.6273044
343550005,40.0869482,-111.6273394
343550006,40.0869732,-111.6269177
343550007,40.0873302,-111.626837
343170003,40.409076,-111.7920088
343220101,40.4040226,-111.7471123
343220103,40.4034256,-111.7453358
343220104,40.4047335,-111.7477546
343760050,40.3738304,-111.9760677
343760051,40.3737977,-111.9755317
343760052,40.3736282,-111.9755322
343760053,40.3734528,-111.9755483
343760054,40.3732948,-111.9755847
344000080,40.3558626,-111.7320098
342310004,40.2418655,-111.6347872
342310005,40.2420655,-111.634605
342310006,40.2422656,-111.6344228
342310007,40.242496,-111.6342078
342310500,40.2411253,-111.6355225
342320025,40.2427314,-111.6359768
342320026,40.2427043,-111.635895
342860500,40.3703624,-111.7126735
342870001,40.3691768,-111.7157794
342870004,40.3700278,-111.7153785
343010040,40.3601841,-111.9862409
343010041,40.3600013,-111.9864518
343010042,40.3598884,-111.986548
342480042,40.4542547,-111.7647216
342480044,40.453753,-111.7642111
342480045,40.4537549,-111.7647197
342710002,40.1258057,-111.5990248
342710003,40.1258072,-111.5996173
342710004,40.1268478,-111.6002607
343010080,40.3587891,-111.9880304
342510015,40.4128014,-111.7688915
342510016,40.4127928,-111.7692335
342510017,40.4128216,-111.7695846
342510018,40.4127402,-111.7698971
342510019,40.4123484,-111.7698885
342740015,40.36887,-111.7140684
343000007,40.4246776,-111.7955821
343000008,40.4248494,-111.7960913
343000009,40.4248536,-111.7965592
343000010,40.4248577,-111.7970259
343000011,40.4240251,-111.7970309
343000012,40.424009,-111.7965453
343000013,40.423991,-111.7960357
343060006,40.2172411,-111.6280653
342610004,40.2951968,-111.6719866
342610005,40.2949731,-111.6719837
342620007,40.2677198,-111.6925024
342630001,40.2845006,-111.6744696
342630002,40.2842647,-111.6745465
342640023,40.4129433,-111.7708142
342840001,40.0414168,-111.725727
342840002,40.0416172,-111.7257255
342840003,40.0417599,-111.7257244
342850001,40.238825,-111.7023119
342850002,40.2388431,-111.7026193
342850003,40.2388834,-111.7029396
343130001,40.0926089,-111.6161544
343130002,40.0928688,-111.6161854
343130003,40.0930151,-111.6159882
343130004,40.0929939,-111.6156571
343130005,40.0929839,-111.6154101
343130006,40.0929805,-111.61516
343240008,39.9873732,-111.7818311
343240009,39.9871283,-111.7818326
343240010,39.9868817,-111.7818328
343240011,39.9866319,-111.7818331
343490022,40.3772311,-111.8151771
343490023,40.3779331,-111.8187813
343130048,40.0923692,-111.6125519
343130049,40.0925559,-111.6125528
343130050,40.0925167,-111.6129157
343130051,40.0925216,-111.6132831
343130052,40.0925265,-111.6136504
343130053,40.0925314,-111.6140178
343130054,40.0925418,-111.6147911
343330009,40.0880029,-111.6273925
343350005,40.3759985,-111.7342448
343360001,40.3648759,-111.7328196
343360002,40.3646896,-111.7328201
343360003,40.3649725,-111.733096
343370001,40.3941635,-111.7907259
343370002,40.394276,-111.7909942
343170004,40.4088076,-111.7919298
343170005,40.408642,-111.7915829
343170006,40.4088206,-111.7911934
343170007,40.4091324,-111.7913327
343170008,40.4094109,-111.7914433
343220500,40.4023987,-111.7467327
343760055,40.3730765,-111.975652
343920144,40.3752901,-111.9758782
343920145,40.375093,-111.9758081
343920146,40.3749303,-111.9757437
343920147,40.3747812,-111.9756886
343670004,40.447546,-111.7894249
343670006,40.4451908,-111.7883954
343670007,40.4492934,-111.7882586
343670009,40.4487166,-111.7875575
341850067,40.4050433,-111.7723893
341850068,40.4047715,-111.7723892
341850069,40.4045245,-111.7723882
341850070,40.4042775,-111.7723872
341850071,40.4040067,-111.7723857
341850072,40.4040064,-111.7719968
343010043,40.3597712,-111.9865989
343010044,40.359641,-111.9866546
343010045,40.3603517,-111.9880998
343010046,40.3603066,-111.9879315
343010047,40.3602416,-111.9877689
343010048,40.3602036,-111.9876042
342710005,40.1268612,-111.6009719
342710009,40.1262926,-111.602077
342710010,40.1262922,-111.6015407
342710011,40.1262917,-111.6010044
342710012,40.1262901,-111.6004377
342710015,40.1252897,-111.6000863
342740016,40.3690632,-111.7138341
342740017,40.3692563,-111.7135998
342740018,40.3694504,-111.7133643
342740019,40.3696455,-111.7131275
342740020,40.3698406,-111.7128908
342740021,40.3700345,-111.7126572
342740022,40.3701219,-111.7133965
343000014,40.4239778,-111.7955106
343080002,40.130757,-111.5756142
343080500,40.1309207,-111.5753393
343090001,40.3697648,-111.7314015
343090002,40.3696399,-111.7309815
343100001,40.3765969,-111.7657548
342640024,40.4127236,-111.7708131
342640025,40.4125031,-111.7708012
342640026,40.4122847,-111.7707973
342640027,40.4120652,-111.7707964
342790003,40.4654108,-111.7577381
342850004,40.2389104,-111.7032706
343470009,40.287718,-111.7320204
343470010,40.2877196,-111.7318412
343470011,40.2877316,-111.7316581
343470012,40.2877196,-111.7314386
343470013,40.2875943,-111.7312837
343470014,40.2874526,-111.7311956
343130007,40.0929769,-111.6148921
343130008,40.0929739,-111.614607
343130009,40.0929673,-111.6141195
343200032,40.2162958,-111.6259182
343200033,40.2162152,-111.625886
343200034,40.2161387,-111.6258554
343200035,40.2160581,-111.6258232
343490024,40.3780941,-111.8198505
343490025,40.3770669,-111.8157275
343490026,40.3782802,-111.8159157
343500001,40.0873876,-111.629154
343500002,40.0871088,-111.6291527
343130028,40.0918102,-111.6138234
343210208,40.0905803,-111.6177069
343210209,40.0905776,-111.6179391
343210210,40.0905748,-111.6181803
343210211,40.090572,-111.6184215
343210212,40.0905682,-111.6186797
343210213,40.0905624,-111.6191672
343210214,40.09056,-111.6194254
343570046,39.9870134,-111.7843482
343570047,39.9872272,-111.7847472
343570048,39.9869421,-111.7847459
343570051,39.9875089,-111.7835768
343570052,39.9874432,-111.7843499
343170009,40.4092406,-111.7904845
343170010,40.4095154,-111.7905479
343170011,40.4097153,-111.7903519
343220015,40.4024202,-111.7465864
343220016,40.4025206,-111.7460649
343220017,40.4028197,-111.7461681
343230001,40.0898671,-111.6305694
343230002,40.089867,-111.6303825
343230003,40.0898682,-111.6301949
343230004,40.0898701,-111.6300078
343920148,40.3746129,-111.9756405
343920149,40.3744462,-111.9756041
343920150,40.374292,-111.975575
343920151,40.374123,-111.9755518
343920152,40.3739533,-111.9755365
344000060,40.3560785,-111.7319004
343760077,40.3721464,-111.9763966
343760091,40.3717947,-111.9751541
341850073,40.4039851,-111.7715935
341850074,40.4042253,-111.7714243
341850075,40.4042629,-111.7718665
342080213,40.4376682,-111.7929556
342080214,40.4376691,-111.7935096
342460005,40.1287094,-111.5611156
342460006,40.1282504,-111.5612247
342460007,40.1278646,-111.56132
342460008,40.1275322,-111.5614722
342460011,40.1270682,-111.5627553
342460012,40.1270948,-111.5634069
342920002,40.4600313,-111.7944876
342920003,40.4596519,-111.7944549
342920004,40.4592861,-111.7944762
342920005,40.4589231,-111.7944762
342920006,40.458561,-111.7944762
342920007,40.4582001,-111.7944762
343010081,40.360114,-111.9864974
343030001,40.4066037,-111.7730127
342740023,40.3699413,-111.7136424
342950005,40.3757469,-111.7885858
342950006,40.3759128,-111.7890414
342950007,40.3759165,-111.7891562
342950008,40.3760619,-111.7891469
342950009,40.3760581,-111.7890322
343100002,40.3768302,-111.7657733
343100003,40.377068,-111.7657918
343100004,40.3773703,-111.765778
343100005,40.3774489,-111.7653643
342570001,40.2903929,-111.7144092
342570002,40.2901816,-111.7143995
342790500,40.4650777,-111.7590345
342800005,40.3266276,-111.7063098
342800007,40.3266253,-111.7066328
342810001,40.0097151,-111.6558256
342820002,40.4326403,-111.7992248
342820003,40.4330113,-111.7991676
343470015,40.2873367,-111.7310921
343470016,40.2872075,-111.7309608
343470017,40.2869684,-111.730847
343470018,40.286947,-111.7311474
343100006,40.3774188,-111.7650228
343100007,40.3774204,-111.7647213
343200036,40.2159198,-111.6257682
343200037,40.2158351,-111.6257344
343200038,40.2159582,-111.6261984
343200039,40.2160361,-111.6262352
343200040,40.2161114,-111.6262706
343200041,40.2161892,-111.6263074
343230025,40.089428,-111.630372
343130029,40.0918132,-111.6141084
343130030,40.0918197,-111.6145959
343130031,40.0918242,-111.614881
343130032,40.0918278,-111.6151489
343130033,40.0918311,-111.615399
343130034,40.0918287,-111.6156463
343210215,40.0905572,-111.6196577
343210216,40.0905836,-111.6199014
343250009,40.2388957,-111.7042224
343250010,40.2389004,-111.7038927
343250011,40.2384791,-111.7038025
343250500,40.2386889,-111.7045923
343260001,40.2649013,-111.6930649
343570053,39.9875123,-111.7847469
343580001,40.3826503,-111.8030342
343580002,40.3826492,-111.8027239
343590001,40.3576167,-111.7321526
343590002,40.3575934,-111.7317917
343150011,40.0253734,-111.7352759
343220018,40.40309,-111.7462681
343220019,40.4033587,-111.7463743
343220020,40.403924,-111.7459186
343220021,40.4043859,-111.7460757
343220022,40.4048978,-111.7462668
343220029,40.4042973,-111.7469717
343450010,40.0870631,-111.6299649
343470001,40.2877076,-111.7334716
343470002,40.2877071,-111.7332745
343470003,40.2877087,-111.7330954
344000061,40.3561519,-111.7317071
344000062,40.3563259,-111.7317857
344000063,40.3564068,-111.731503
344000064,40.3562447,-111.7313895
344000065,40.3558531,-111.7310689
344000066,40.3557988,-111.7312729
344000067,40.355734,-111.7314716
343760092,40.3716234,-111.9752486
343760093,40.3711676,-111.9756339
343760094,40.373371,-111.9746662
343760095,40.3714722,-111.9753297
343760096,40.3712984,-111.9753978
343920187,40.3762728,-111.9754476
342080215,40.4359769,-111.7939279
342080216,40.4355758,-111.7936907
342080217,40.4355283,-111.7941118
342080218,40.435956,-111.7934289
342080219,40.4355673,-111.7934153
342460014,40.1263266,-111.563948
342460015,40.1263383,-111.5628724
342460016,40.1263405,-111.5620963
342680003,40.3951135,-111.7927274
342680004,40.3956297,-111.7923064
342680005,40.3953647,-111.7923098
342920008,40.45784,-111.7944773
342920009,40.4571609,-111.7932144
343040003,40.0920923,-111.621013
343040004,40.0921016,-111.6206696
343040005,40.091962,-111.6204697
343040006,40.0920689,-111.6202598
343030002,40.4065887,-111.7728186
343030003,40.40655,-111.7726413
343030004,40.4065167,-111.7724645
342480067,40.4542528,-111.7640779
342950010,40.3754565,-111.7885903
342950011,40.3754547,-111.7884324
342950012,40.3754535,-111.7883176
342970005,40.4155409,-111.8682759
343030005,40.406495,-111.7722718
343030006,40.4064895,-111.7720791
343030007,40.4064903,-111.7718996
342580001,40.3679863,-111.7082804
342580002,40.3681411,-111.7080342
342580004,40.3684003,-111.7085115
342590001,40.2391626,-111.7039497
342590002,40.2391606,-111.7042362
342590003,40.2391585,-111.7045227
342820004,40.433368,-111.7991689
342820005,40.4337248,-111.7991705
343010013,40.3598336,-111.9886901
343010014,40.3596772,-111.988708
343010015,40.359635,-111.9884235
343010016,40.3595363,-111.9882881
343100008,40.3774119,-111.7644177
343100009,40.376855,-111.7644223
343100010,40.3768523,-111.7647243
343100011,40.3769321,-111.7650901
343100012,40.3766273,-111.7650603
343100013,40.3763955,-111.7650414
343230026,40.0894262,-111.6305597
343230027,40.0887218,-111.6291558
343230028,40.0889963,-111.6291563
343230029,40.0892707,-111.6291568
343230030,40.0895353,-111.6291635
343230031,40.0898445,-111.6291355
343130035,40.0918153,-111.6159798
343130036,40.0919585,-111.6161809
343200062,40.2152703,-111.6264928
343200063,40.2153515,-111.6265142
343200064,40.2154995,-111.6265617
343200065,40.2155739,-111.6266091
343200066,40.2156458,-111.626655
343270001,40.2972767,-111.6393047
343280001,40.296029,-111.695989
343300004,40.3927394,-111.7691568
343310002,40.3022081,-111.6751053
343500003,40.0867942,-111.6291617
343150012,40.0253822,-111.7349343
343150013,40.0253766,-111.7346042
343150014,40.0253735,-111.7342832
343150015,40.0253684,-111.7339617
343150016,40.025363,-111.7336405
343150017,40.0253576,-111.7333193
343150018,40.0253522,-111.7329981
343440002,40.0891665,-111.6278586
343440003,40.0891677,-111.6275013
343440004,40.0891667,-111.6271418
343440005,40.0890943,-111.626741
343440006,40.0886291,-111.6267426
343440007,40.0885735,-111.6271646
343470004,40.2877102,-111.7329162
343470005,40.2877118,-111.732737
343470006,40.2877127,-111.7325575
343470007,40.2877005,-111.7323771
343470008,40.2877134,-111.7322007
343550008,40.0865176,-111.626826
344000068,40.3553746,-111.7312096
343640004,39.987281,-111.7948217
343640005,39.9868484,-111.7944661
343640008,39.9877597,-111.7951112
343640009,39.9877517,-111.7947502
343640010,39.9877529,-111.7943713
343640011,39.9877956,-111.7937336
343760075,40.3712098,-111.9770086
343760076,40.3733403,-111.9750181
342080500,40.4369201,-111.7929488
342210011,40.4600312,-111.7877618
342210012,40.4599948,-111.7882402
342210013,40.4599498,-111.7887212
342680006,40.3951183,-111.7923096
342680007,40.3946863,-111.7927669
342680008,40.3946914,-111.7923952
342680009,40.3946952,-111.7920363
342680011,40.3954139,-111.7917214
342680012,40.3951393,-111.7917072
343040007,40.0920858,-111.6200285
343040008,40.092098,-111.6197954
343040009,40.0920962,-111.6195588
343040010,40.0920989,-111.6193266
343040011,40.0921026,-111.6190826
343040012,40.092108,-111.6186255
342480500,40.453955,-111.7662134
342490001,40.302251,-111.6720171
342490002,40.302247,-111.672225
342490003,40.3022427,-111.6724328
342490004,40.3022754,-111.6721433
343030008,40.4064919,-111.7717201
343030009,40.4064941,-111.7715394
343030010,40.4065742,-111.7712958
343030011,40.4067353,-111.7711772
343030012,40.4070831,-111.7730194
343030013,40.4070571,-111.7728247
343030014,40.4070275,-111.7726483
342590004,40.2395735,-111.7045089
342590005,40.2398114,-111.7045001
342780043,40.4101426,-111.7708026
342780049,40.411232,-111.7688736
342780050,40.4112226,-111.7692163
342780051,40.4111626,-111.769563
343010017,40.3594261,-111.9881753
343010018,40.3593149,-111.9880799
343010019,40.3591699,-111.9879761
343010020,40.3595523,-111.9877369
343010021,40.3596622,-111.9878698
343100014,40.3761621,-111.7650436
343190016,40.4574479,-111.7809718
343190017,40.4572128,-111.7809087
343190018,40.456975,-111.7808876
343190019,40.4571997,-111.7799498
343190020,40.4572001,-111.7796268
343230032,40.0898823,-111.6287451
343230033,40.0894383,-111.6285789
343470036,40.2874938,-111.7335842
343470037,40.2873614,-111.7326673
343200067,40.2157201,-111.6267025
343200068,40.2158448,-111.6268158
343200069,40.2159145,-111.6268741
343200070,40.2159818,-111.6269305
343200071,40.2161016,-111.6270195
343240012,39.986363,-111.7818353
343240013,39.987584,-111.7824813
343500004,40.0864984,-111.6290492
343500005,40.0865026,-111.6286073
343500006,40.0869447,-111.6285622
343500007,40.0872272,-111.6285812
343500008,40.0875194,-111.6285817
343500009,40.0869975,-111.6287972
343150019,40.0253453,-111.7326766
343150500,40.0256118,-111.7338258
343210236,40.0909864,-111.6173371
343210237,40.0911916,-111.6173401
343210238,40.0913837,-111.6173438
343210239,40.0909221,-111.6165988
343440008,40.0886774,-111.627512
343440009,40.0886771,-111.6278693
343440010,40.0886767,-111.6282266
343440011,40.0889153,-111.6275593
343490012,40.3785307,-111.814819
343550009,40.0865167,-111.627181
343550010,40.0865138,-111.6275383
343550011,40.0865109,-111.6278956
343550012,40.0865081,-111.6282529
343550013,40.0868875,-111.6272547
343640012,39.9875578,-111.793741
343640013,39.9873267,-111.7937449
343640014,39.9870889,-111.7937928
343640015,39.9868272,-111.7938519
343760056,40.3726457,-111.9757911
343760057,40.3727196,-111.9760162
344000081,40.3554775,-111.7314449
342210500,40.4596208,-111.7883173
342220101,40.1599019,-111.6101602
342220102,40.1599019,-111.6101602
342220103,40.1599019,-111.6101602
342220104,40.1599019,-111.6101602
342870005,40.3700709,-111.7149999
342870006,40.3700143,-111.7146255
342870007,40.3696707,-111.7145887
342870008,40.3694646,-111.7148005
342870009,40.3694935,-111.7151977
342480046,40.453754,-111.7651149
342480047,40.4537531,-111.76551
342480048,40.4537522,-111.7659052
342480049,40.4537513,-111.7663003
342480050,40.4537504,-111.7666955
342480051,40.4537504,-111.7670912
342480052,40.4530757,-111.767065
342500001,40.3532811,-111.7132229
342500002,40.3532076,-111.7129175
342510001,40.4135295,-111.768891
342730010,40.2391284,-111.7023312
342730011,40.239129,-111.702668
342730012,40.2391409,-111.7029826
342730013,40.2391596,-111.703299
342510020,40.4122502,-111.7696114
342510021,40.4123346,-111.7692347
342510022,40.4123449,-111.768886
342510500,40.4130172,-111.7694679
342530001,40.0160781,-111.685518
342780052,40.4110923,-111.7699024
342780053,40.4110695,-111.7702406
342780054,40.4106916,-111.768869
342780055,40.4106825,-111.7692178
342780056,40.4106364,-111.7695588
343000015,40.4239754,-111.7949851
343010067,40.3583526,-111.9872646
343010068,40.3585146,-111.9873899
343010069,40.3586911,-111.9873728
343010070,40.3587989,-111.9871839
343010071,40.3589194,-111.9870854
343010072,40.3590408,-111.9870256
343190021,40.4569052,-111.7796931
343190022,40.4568989,-111.7800394
343190023,40.4564902,-111.7804373
343190024,40.4570837,-111.780324
343190025,40.4570541,-111.7811924
343230005,40.089897,-111.6298121
343480001,40.3306468,-111.7156539
343490003,40.3783369,-111.8173871
343490008,40.3788904,-111.8137959
343130010,40.0929627,-111.6138345
343130011,40.0929591,-111.6135665
343130012,40.0929555,-111.6132985
343130013,40.0929519,-111.6130306
343240014,39.9873112,-111.7824931
343240015,39.987045,-111.7824935
343240016,39.9867788,-111.7824938
343240017,39.9865126,-111.7824941
343240018,39.9862453,-111.7825184
343240019,39.9858707,-111.7812832
343240020,39.9858627,-111.7815885
343510001,40.3525092,-111.7264278
343510002,40.3526833,-111.7264622
343130055,40.0925471,-111.6151841
343130056,40.0925365,-111.614398
343130057,40.0922513,-111.6144045
343210500,40.0909629,-111.6185017
343220001,40.4025818,-111.7474919
343220002,40.4022777,-111.7473288
343490013,40.3786301,-111.81436
343490017,40.3770582,-111.8159664
343490019,40.3771091,-111.8146023
343490020,40.377919,-111.8145923
343560001,39.9736379,-111.7898076
343560002,39.9736411,-111.7901572
343570024,39.9880922,-111.7812598
343570025,39.9880831,-111.7816178
343190006,40.4565323,-111.7791554
343190007,40.4568629,-111.7791229
343760058,40.3724672,-111.9761713
343760059,40.3723904,-111.9759274
343760060,40.3723224,-111.975689
343760061,40.3722517,-111.9754454
343760062,40.3725269,-111.9753328
343760063,40.3725829,-111.9755713
344010006,40.3845889,-111.822613
344030001,40.293052,-111.6954322
344040004,40.3830307,-111.7675114
344050001,40.4066575,-111.7480374
344050002,40.4068841,-111.7480738
343660003,40.1766334,-111.6099563
342220201,40.1599019,-111.6101602
342340013,40.2424406,-111.6349225
342340014,40.2424847,-111.6349814
342340015,40.242529,-111.6350436
342340016,40.2425689,-111.6351177
342350037,40.2422736,-111.6351682
342350038,40.2422153,-111.6351213
342870010,40.369178,-111.7151991
342870011,40.369184,-111.7148464
342870012,40.3691306,-111.7145249
342870013,40.3693925,-111.7142807
343010049,40.3601817,-111.9874201
343010050,40.3601385,-111.9872499
342480053,40.4530747,-111.7666401
342480054,40.453073,-111.7662267
342710016,40.1253039,-111.5994507
342710020,40.125438,-111.6005763
342710021,40.1253035,-111.5990083
342710022,40.1253032,-111.5987134
342730014,40.2391744,-111.7036323
342730500,40.2394333,-111.7025466
342740002,40.3686545,-111.7158127
342740003,40.3687277,-111.7154622
342740004,40.368734,-111.7150291
342740005,40.3684983,-111.7153159
342550001,40.1596664,-111.6017723
342550002,40.1596545,-111.6014529
342550003,40.1596448,-111.6011945
342550004,40.1596275,-111.6008987
342740024,40.3705875,-111.7141309
342740025,40.3703732,-111.7143557
343000016,40.4239795,-111.7944643
343000017,40.4239808,-111.7939417
343000018,40.4240973,-111.7934226
343000019,40.4240834,-111.7928947
343000020,40.4237439,-111.7931487
343010073,40.3591577,-111.9869732
343010074,40.3592745,-111.9869208
343010075,40.3593972,-111.9868666
342640028,40.4118462,-111.7707966
342640029,40.4127812,-111.7702408
342640030,40.4124772,-111.7702115
343230006,40.0898875,-111.629581
343230007,40.0897543,-111.6294684
343230008,40.0895644,-111.6295062
343230009,40.0894216,-111.6295144
343230010,40.0892775,-111.6295141
343230011,40.0891266,-111.6295139
343130014,40.0929483,-111.6127626
343130015,40.0929496,-111.6124885
343130016,40.0929642,-111.6121562
343130017,40.0928109,-111.6119633
343130018,40.0925593,-111.6119853
343200042,40.2163196,-111.6263923
343240021,39.985849,-111.7818902
343510021,40.3529682,-111.7256318
343510022,40.3528086,-111.7257548
343510023,40.3530656,-111.7263055
343130500,40.0924414,-111.6128814
343220003,40.4019913,-111.7471188
343220004,40.4020921,-111.7463287
343220005,40.4018321,-111.7462185
343380001,40.3011223,-111.7163221
343380002,40.3011203,-111.7165243
343380003,40.301119,-111.7167143
343490021,40.3770733,-111.8151663
343170012,40.4097247,-111.7898857
343170013,40.4095122,-111.789693
343170014,40.4092592,-111.7897932
343190008,40.4571158,-111.7790846
343190009,40.4574383,-111.7789655
343190010,40.4576508,-111.7791064
343190011,40.4576636,-111.7794895
343190012,40.4576542,-111.7798234
343190013,40.4576584,-111.78015
343760064,40.372914,-111.9752666
343920153,40.3746991,-111.9749431
343920154,40.3750113,-111.975218
343920155,40.3746746,-111.9758384
343920156,40.3740954,-111.9758992
343660004,40.1759267,-111.6096403
343660005,40.1762586,-111.6099247
343670001,40.4511259,-111.7868162
343670002,40.4503624,-111.7883638
343670003,40.4483919,-111.7886879
342350039,40.2421634,-111.6350702
342350040,40.2421152,-111.6350154
342350041,40.24196,-111.6353506
342350042,40.2420164,-111.6353888
341850076,40.4045199,-111.772053
341850077,40.4048087,-111.7719172
343010051,40.3601028,-111.9870397
343010052,40.3599618,-111.9869254
343010053,40.3597499,-111.987027
343010054,40.3595028,-111.9872724
343010055,40.3593754,-111.9873306
343010056,40.3592482,-111.9873877
342710023,40.1261479,-111.6004181
342720001,40.4072066,-111.7972888
342720002,40.4067076,-111.7971758
342720003,40.4068526,-111.7977907
342920010,40.457562,-111.7931916
342940004,40.0337663,-111.7102189
342940005,40.0340576,-111.7102175
342940006,40.0343315,-111.7101886
342940007,40.0346059,-111.7101844
342940008,40.0349238,-111.7101565
342940009,40.0352125,-111.7103084
342740026,40.3700856,-111.714218
342740027,40.3698128,-111.7142078
342740028,40.3695778,-111.7140414
342740500,40.3691546,-111.7144298
343000022,40.4245292,-111.7948636
343010001,40.360989,-111.9890363
343010002,40.360862,-111.9890905
343010003,40.360737,-111.9891447
342640031,40.4121906,-111.770208
342640032,40.4118927,-111.7702038
342640033,40.4120646,-111.7688818
342640034,40.4120541,-111.7692179
342640035,40.4119965,-111.7695484
342640036,40.4119123,-111.7698604
343230012,40.0889691,-111.6295011
343230013,40.0887624,-111.6294937
343230014,40.0886858,-111.6297358
343470019,40.2869433,-111.7313394
343470020,40.286951,-111.7315218
343470021,40.2869499,-111.7317011
343200043,40.2163945,-111.6264384
343200044,40.2164669,-111.626483
343200045,40.2165418,-111.6265291
343200046,40.2163632,-111.6267411
343200047,40.2162875,-111.6266928
343200048,40.2162119,-111.6266444
343200049,40.2160889,-111.6265399
343510024,40.3530022,-111.7260617
343380004,40.3011163,-111.7169049
343380005,40.3010891,-111.7170968
343390001,40.0315293,-111.7257118
343390002,40.0315263,-111.7260478
343390003,40.0315327,-111.7263744
343390004,40.0315367,-111.7267014
343170015,40.4090669,-111.7898157
343170016,40.408867,-111.7899231
343170017,40.4087482,-111.7912346
343170018,40.4095667,-111.7900873
343190014,40.457667,-111.7804804
343190015,40.457693,-111.7810675
343920135,40.3740925,-111.9751878
343920136,40.3742636,-111.9752091
343920137,40.3744171,-111.9752316
343920138,40.3745846,-111.975268
343920157,40.3741963,-111.9750226
343920158,40.3751066,-111.9755313
343920174,40.3740181,-111.9746577
343920175,40.3746481,-111.97475
343920189,40.3750108,-111.9746841
343920190,40.3749773,-111.9748584
343930001,40.2192766,-111.6779855
343930002,40.2192247,-111.6782686
343930003,40.2189556,-111.6781112
343930004,40.2189626,-111.6777885
343940001,40.4409117,-111.7817368
341850078,40.4048072,-111.7714362
341850079,40.4046052,-111.7711742
341850080,40.4048304,-111.7710249
341850081,40.4045104,-111.7731704
342850005,40.2389139,-111.7035827
343010057,40.3591216,-111.9874497
342460017,40.1263305,-111.5613115
342460500,40.1279665,-111.5618421
342920011,40.4579324,-111.7931928
342920012,40.4583029,-111.7931929
342920013,40.4586733,-111.793193
342920014,40.4590489,-111.7931287
342920015,40.459653,-111.7934768
342920016,40.4598185,-111.7929366
342940010,40.0352066,-111.7107855
342940011,40.0352097,-111.7111498
342940012,40.0352129,-111.7115069
342940013,40.0347671,-111.711512
343040013,40.0921099,-111.6183833
343040014,40.0921126,-111.6181511
343040015,40.0921153,-111.6179188
342750001,40.2398091,-111.703586
342750002,40.2397878,-111.7029471
342760001,40.4420051,-111.7884655
342970006,40.4143104,-111.8670002
342970500,40.4134535,-111.8663044
343030015,40.406988,-111.7724606
343030016,40.4069569,-111.7722746
343030017,40.4069412,-111.7720962
343030018,40.4068465,-111.7731781
342820006,40.4340674,-111.7991729
342820007,40.4330613,-111.7983997
342820008,40.4336522,-111.7983843
342820009,40.4340497,-111.7983866
342820010,40.432022,-111.7992966
343470022,40.2872534,-111.731993
343470023,40.2872547,-111.7316046
343470024,40.2874082,-111.7316902
343470025,40.2874137,-111.7320426
343470026,40.287293,-111.7324905
343470027,40.2873012,-111.732699
343200050,40.2160183,-111.6264799
343200051,40.2159477,-111.6264198
343230034,40.0891645,-111.6285782
343230035,40.0887375,-111.6285832
